,항목코드,항목명
9789,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치 채무상품 평가손익(세후기타포괄손익)
9824,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지  않는 포괄손익
9891,ifrs-full_FinanceIncome,순금융수익
9894,dart_OtherGains,기타영업외손익
9897,ifrs-full_ProfitLossBeforeTax,계속영업법인세비용차감전순이익(손실)
9908,dart_TotalSellingGeneralAdministrativeExpenses,기타판매비와관리비
9934,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는항목(세후기타포괄손익)
9973,ifrs-full_OtherComprehensiveIncome,당기 세후 기타포괄손익
10244,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업및관계기업투자주식 손익
10504,ifrs-full_CostOfSales,II.매출원가
10505,ifrs-full_GrossProfit,III.매출총이익
10506,dart_TotalSellingGeneralAdministrativeExpenses,IV.판매비와관리비
10507,dart_OperatingIncomeLoss,V.영업이익
10509,ifrs-full_FinanceCosts,Ⅶ.금융비용
10510,dart_OtherGains,Ⅷ.기타수익
10511,dart_OtherLosses,Ⅸ.기타비용
10512,ifrs-full_ProfitLossBeforeTax,Ⅹ.법인세비용차감전순이익
10513,ifrs-full_IncomeTaxExpenseContinuingOperations,XI.법인세수익
10514,ifrs-full_ProfitLoss,5. 당기순이익
10515,ifrs-full_OtherComprehensiveIncome,XⅢ.기타포괄손익
10516,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   (1)후속적으로 당기손익으로 재분류되지 않는 기타포괄손익
10517,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      1.순확정급여부채 재측정요소
10518,ifrs-full_ComprehensiveIncome,XIV.총포괄손익
10519,ifrs-full_EarningsPerShareAbstract,XV.주당순이익
10520,ifrs-full_BasicEarningsLossPerShare,   (1)기본주당순손익
10521,ifrs-full_DilutedEarningsLossPerShare,   (2)희석주당순손익
10535,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되지 않는 기타포괄손익
10552,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세등
10559,ifrs-full_BasicEarningsLossPerShare,   보통주 기본주당이익(손실)
10560,ifrs-full_DilutedEarningsLossPerShare,   보통주 희석주당이익(손실)
10607,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,공동기업투자 관련 손익
10656,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,기타의수취채권손상차손
10662,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      기타금융자산평가이익
10663,ifrs-full_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsNetOfTax,      기타금융자산재분류조정
10666,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타금융자산평가손실
10674,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여제도의 재측정 요소
10848,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세수익
10932,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치금융자산 평가손실
10978,dart_CostOfSalesFromRenderingOfServices,   영업원가
11034,ifrs-full_ComprehensiveIncome,분기포괄이익
11101,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-공정가치측정금융상품평가손익
11155,ifrs-full_BasicEarningsLossPerShare,   기본및희석주당계속영업이익
11208,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업 및 관계기업 관련손익
11226,ifrs-full_FinanceIncome,금융이익-유효이자율에 따른 이자수익
11242,ifrs-full_BasicEarningsLossPerShare,   계속영업과 중단영업
11244,ifrs-full_RevenueFromSaleOfGoods,   재화매출액
11247,dart_CostOfSalesFromSaleOfGoods,   재화매출원가
11276,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,지분법수익(비용)
11365,ifrs-full_Revenue,I. 영업수익
11372,ifrs-full_CostOfSales,II. 영업비용
11379,dart_OperatingIncomeLoss,III. 영업이익
11386,ifrs-full_ProfitLossBeforeTax,VI. 법인세비용차감전순이익
11387,ifrs-full_IncomeTaxExpenseContinuingOperations,VII. 법인세비용
11388,ifrs-full_ProfitLoss,VIII. 분기순이익
11392,ifrs-full_ComprehensiveIncome,X. 총포괄손익
11393,ifrs-full_EarningsPerShareAbstract,XIII. 주당순이익
11430,dart_ProductWarrantyExpensesRecovery,   판매보증비
11466,ifrs-full_RevenueFromInterest,   기타의영업수익
11479,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법이익잉여금의변동
11539,dart_AfterServiceExpenses,   품질보증비
11542,dart_GainsOnDisposalsOfFairValueFinancialAsset,   당기손익-공정가치 금융자산 처분이익
11543,dart_GainsOnValuationOfFairValueFinancialAsset,   당기손익-공정가치 금융자산 평가이익
11549,dart_LossesOnDisposalOfFairValueFinancialAsset,   당기손익-공정가치 금융자산 처분손실
11550,dart_LossesOnValuationOfFairValueFinancialAsset,   당기손익-공정가치 금융자산 평가손실
11682,ifrs-full_FinanceIncome,유효이자율법을 사용하여 계산한 이자수익
11776,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      토지재평가잉여금
11835,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치로 측정하는지분상품 공정가치 변동
11954,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      이자율스왑평가손익(세후기타포괄손익)
12025,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 자본 변동
12035,dart_OtherGains,기타순손익
12059,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업 및 관계기업손익
12169,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   -후속적으로 당기 손익으로 재분류되지 않는 기타포괄손익:
12205,ifrs-full_BasicEarningsLossPerShare,   기본 및 희석주당순이익(손실)
12264,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      종속·관계기업 기타포괄손익 중 지분해당액
12274,dart_DepreciationExpense,   감가상각비와기타상각비
12278,dart_OtherGains,기타손익 및 금융손익
12379,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      재평가잉여금
12381,ifrs-full_ComprehensiveIncome,총포괄손익(손실)
12445,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      매도가능증권평가손익(세후기타포괄손익)
12496,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여부채의 재측정요소
12514,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   분기손익으로 재분류되지 않는항목(세후기타포괄손익)
12517,ifrs-full_EarningsPerShareAbstract,지배기업의 소유주지분에대한 주당이익
12521,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류될수 없는 항목
12522,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 지분상품평가손익
12544,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여부채 재측정요소
12586,ifrs-full_ProfitLossFromDiscontinuedOperations,중단사업이익(손실)
12594,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속사업기본주당이익(손실)
12714,dart_RevenueFromSaleOfGoodsRawMaterial,   원재료매출액
12718,dart_CostOfSalesFromSaleOfGoodsRawMaterial,   원재료매출원가
12753,dart_GainsOnSaleOfInvestmentsInAssociates,   관계기업투자처분이익
12756,dart_GainsFromGovernmentGrants,   정부보조금수익
12816,dart_ExportOverallExpense,   수출비용
12842,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류될 수 있는 세후기타포괄손익
12883,ifrs-full_ProfitLossBeforeTax,법인세차감전이익
13027,ifrs-full_EarningsPerShareAbstract,보통주당이익
13028,ifrs-full_BasicEarningsLossPerShare,   기본보통주당이익
13029,ifrs-full_DilutedEarningsLossPerShare,   희석보통주당이익
13034,ifrs-full_RevenueFromInterest,   대여금이자수익
13089,dart_InvestmentPropertyDepreciationExpense,   투자부동산감가상각비
13127,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      재평가차액
13322,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여채무재측정요소
13471,dart_OperatingIncomeLoss,IV.영업이익
13476,ifrs-full_ProfitLossBeforeTax,V.법인세비용차감전순이익(손실)
13478,ifrs-full_ProfitLossFromContinuingOperations,VI.계속영업순이익(손실)
13480,ifrs-full_OtherComprehensiveIncome,VII.기타포괄손익
13486,ifrs-full_ComprehensiveIncome,VIII.당기총포괄이익(손실)
13487,ifrs-full_EarningsPerShareAbstract,Ⅸ.주당이익(손실)
13661,dart_ExperimentalResearchExpenses,   시험비
13670,dart_LossesOnDisposalsOfInvestments,   투자자산처분손실
13674,dart_ImpairmentLossesOnInvestmentProperty,   투자부동산손상차손
13684,dart_GainsOnDisposalsOfHeldForTradingFinancialAssetsFinancialIncome,   단기매매금융자산처분이익(금융수익)
13691,dart_LossesOnValuationOfHeldForTradingFinancialAssetsFinancialExpense,   단기매매금융자산평가손실(금융원가)
13758,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 금융자산 처분손익
13824,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도의 재측정 요소
13884,dart_GainsOnSaleOfInvestmentAccountedForUsingEquityMethod,   지분법투자주식처분이익
13925,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,기타수익(비용)
13946,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류될수 있는 항목
13947,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업투자평가
14066,ifrs-full_OtherComprehensiveIncome,기타포괄손익:
14130,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치측정 지분상품
14137,ifrs-full_RevenueFromSaleOfGoods,   제품 및 용역매출액
14139,dart_CostOfSalesFromSaleOfGoods,   제품 및 용역매출원가
14152,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      보험수리적손실
14265,ifrs-full_ComprehensiveIncome,포괄손익
14348,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산외환차이 세후재분류조정
14357,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는 항목(세후기타포괄손익)
14491,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류 되지 않는 항목
14494,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치로 측정하는 지분 상품 투자-공정가치 변동
14495,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류 되는 항목
14496,ifrs-full_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsNetOfTax,      매도가능금융자산평가손익-재분류조정
14514,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업및공동기업투자 관련 손익
14524,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 기타포괄손익에 대한 지분
14629,dart_OtherGains,기타영업이익
14725,ifrs-full_OtherComprehensiveIncome,연결기타포괄손익
14781,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용 (수익)
14810,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도의재측정요소
14890,ifrs-full_ComprehensiveIncome,당기포괄이익
14898,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      파생상품평가
14912,ifrs-full_ProfitLossBeforeTax,법인세비용차감전계속영업순이익
14947,ifrs-full_OtherComprehensiveIncome,기타포괄손익(손실)
14948,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   지분법자본변동
14968,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업및관계기업투자이익
14994,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도의 보험수리적손익
15014,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 측정 지분상품 평가 및 처분이익
15040,ifrs-full_BasicEarningsLossPerShare,   보통주기본및희석주당이익
15041,ifrs-full_DilutedEarningsLossPerShare,   우선주기본및희석주당이익
15054,ifrs-full_OtherComprehensiveIncome,당기기타포괄손익
15057,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      공정가치금융자산 평가손익
15106,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      기타포괄손익-공정가치금융상품평가이익(손실)
15158,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적 당기손익으로 재분류되지 않는 항목
15214,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치측정지분상품
15243,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업지분법손익
15251,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax,      관계기업자본변동
15260,dart_AdvertisingExpenses,   일반관리비
15261,dart_FreightExpenses,   판매및물류비
15284,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업투자이익
15293,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      공정가치측정금융자산재평가손익(기타포괄손익)
15295,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      장기투자증권평가손익
15386,dart_RevenueFromSaleOfGoodsMerchandise,"      상품, 기타매출액"
15390,dart_CostOfSalesFromSaleOfGoodsMerchandises,"      상품, 기타매출원가"
15412,dart_ExportOverallExpense,   수출경비
15423,dart_GainsOnSaleOfInvestmentsInSubsidiaries,   종속기업투자주식처분이익
15430,dart_CompensationForDamage,   보상금
15443,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,   매도가능금융자산처분이익(금융수익)
15452,dart_LossesOnDisposalsOfAvailableForSaleFinancialAssetsFinancialExpense,   매도가능금융자산처분손실(금융원가)
15460,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도의 보험수리적손익의 세후기타포괄손익
15623,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업지분법이익
15631,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      관계기업 기타포괄손익변동에 대한 지분
15687,ifrs-full_RevenueFromConstructionContracts,   건설계약수익
15688,ifrs-full_RevenueFromSaleOfGoods,   재화판매수익
15691,dart_CostOfSalesFromConstructionContracts,   건설계약수익원가
15692,dart_CostOfSalesFromSaleOfGoods,   재화판매수익원가
15693,dart_OtherCostOfSales,   기타수익원가
15706,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익측정금융자산 평가이익(손실)
